Security Start Date,Company Name,Country of Incorporation,LSE Market,FCA Listing Category,ISIN,Security Name,TIDM,Mkt Cap £m,Shares in Issue,Industry,Supersector,Sector,Subsector,Group,MarketSegmentCode,MarketSectorCode,Trading Currency,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292109856,FTSE CHINA 50 1C USD DR UCITS           ,XX2D,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFL ,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322252924,FTSE VIETNAM UCITS                      ,XFVT,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETLL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292100046,DBX MSCI KOREA IDX (USD) UCITS (DR)     ,XKSD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFL ,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0274209237,MSCI EUROPE INDEX UCITS USD             ,XMED,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFL ,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292109690,NIFTY 50 UCITS USD                      ,XNID,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFL ,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0411075376,LEVDAX DAILY UCITS  GBP                 ,XLDX,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0411075020,SHORTDAX X2 UCITS(EUR)GBP               ,XSD2,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322252338,MSCI PACIFIC EX JAPAN UCITS(DR) USD(USD),XPXD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFL ,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292106241,SHORTDAX DAILY UCITS                    ,XSDX,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292103222,STOXX 600 EUROPE HEALTH CARE UCITS      ,XSDR,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0411078636,S&P 500 2X INVERSE IIDX UCITS(USD)USD   ,XT2D,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0328475792,STOXX 600 EUROPE UCITS EUR DR (GBP)     ,XSX6,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0380865021,EURO STOXX 50 UCITS                     ,XESC,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292100806,STOXX 600 EUROPE BASIC RESOURCES UCITS  ,XSPR,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292096186,STOXX GBL SELECT DIVIDEND 100 UCITS USD ,XGDD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFL ,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292097234,FTSE 100 UCITS DR (GBP)                 ,XUKX,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0476289540,MSCI CANADA INDEX UCITS USD(USD)        ,XCAD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292106084,STOXX 600 EUROPE INDUTRIAL GOODS UCITS  ,XSNR,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0328473581,FTSE 100 SHORT DAILY UCITS              ,XUKS,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292103651,STOXX 600 EUROPE BANKS  UCITS           ,XS7R,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322252171,MSCI AC ASIA EX JAPAN UCITS USD(USD)    ,XAXD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFL ,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292095535,EURO STOXX SELECT DIVIDEND 30 UCITS(GBP),XD3E,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0429790313,HSI SHORT DAILY INDEX UCITS 2C          ,XHSD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292108619,MSCI EM LATAM INDEX UCITS               ,XMLA,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292101796,STOXX 600 EUROPE OIL GAS UCITS          ,XSER,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322252338,MSCI PACIFIC EX JAPAN UCITS(DR) USD(GBP),XPXJ,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0274209740,MSCI JAPAN INDEX UCITS (USD) (DR)       ,XMJD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFL ,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322250712,LPX MM PRIVATE EQUITY UCITS             ,XLPE,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292109005,MSCI EM EMEA INDEX UCITS                ,XMXD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292105359,STOXX 600 EUROPE FOOD BEVERAGE UCITS    ,XS3R,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322253732,MSCI EUROPE MID CAP TRN INDEX UCITS     ,XEUM,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322253906,MSCI EUROPE SMALL CAP TRN INDEX ETF 1C  ,XXSC,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0328476410,S&P SELECT FRONTIER UCITS USD           ,XSFD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFLL,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322252171,MSCI AC ASIA EX JAPAN UCITS USD(GBP)    ,XAXJ,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322253229,S&P  GLOBAL INFRASTRUCTURE UCITS USD    ,XGID,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFL ,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322252924,FTSE VIETNAM UCITS USD                  ,XVTD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFLL,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292109690,NIFTY 50 UCITS GBP                      ,XNIF,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322249037,STOXX 600 EUROPE BANKS SHORT DAILY UCITS,XS7S,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0328474803,S&P/ASX 200 UCITS (DR)                  ,XAUS,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292104899,STOXX 600 EUROPE UTILITIES UCITS        ,XS6R,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0274209237,MSCI EUROPE INDEX UCITS                 ,XMEU,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322252502,MSCI RUSSIA 25% CAPPED INDEX UCITS USD  ,XMRD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFLL,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0274208692,MSCI WORLD IDX UCITS USD                ,XMWD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292109344,MSCI BRAZIL INDEX(DR) USD(GBP) UCITS    ,XMBR,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETLL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292096186,STOXX GBL SELECT DIVIDEND 100 UCITS     ,XGSD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292100046,DBX MSCI KOREA IDX UCITS (DR)           ,XKS2,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0328475529,ISLAMIC MARKET TITANS 100 UCITS         ,XIMT,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0274210672,MSCI USA INDEX UCITS                    ,XMUS,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0328476410,S&P SELECT FRONTIER UCITS               ,XSFR,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETLL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0322251520,S&P 500 INVERSE DAILY UCITS USD         ,XSPD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETF2,EFL ,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0411078552,S&P 500 2X LEVERAGED INDEX UCITS(USD)USD,XS2D,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,USD,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292107645,MSCI EMERGING MARKETS INDEX UCITS       ,XMEM,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292109856,FTSE CHINA 50 1C DR UCITS               ,XX25,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
6-Sep-07,DB X-TRACKERS                      ,LU,International Main Market,Standard Shares,LU0292105193,STOXX 600 EUROPE INSURANCE UCITS        ,XSIR,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETFL,GBX,,,,,,,,,,,,,,,,,,
8-Sep-09,DB X-TRACKERS II                   ,LU,International Main Market,,LU0429459356,II IBOXX USD TREASURIES TR IDX UCITS(DR),XUTD,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETEU,USD,,,,,,,,,,,,,,,,,,
8-Sep-09,DB X-TRACKERS II                   ,LU,International Main Market,,LU0429458895,II IBOXX USD TRSURS 1-3 TR IDX UCITS(DR),XUT3,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETEU,USD,,,,,,,,,,,,,,,,,,
8-Sep-09,DB X-TRACKERS II                   ,LU,International Main Market,,LU0429459513,IBOXX USD TRES INFL LKD UCITS (DR)      ,XUIT,0,0.00,Financials,Nonequity Investment Instruments,Nonequity Investment Instruments,Nonequity Investment Instruments,8995,ETFS,ETEU,USD,,,,,,,,,,,,,,,,,,
19-May-94,DCC                                ,IE,International Main Market,Premium Equity Commercial Companies,IE0002424939,ORD EUR0.25                             ,DCC ,6079.5848421,"87,728,497.00",Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,2797,SET1,FS10,GBX,,,,,,,,,,,,,,,,,,
23-Feb-06,DCD MEDIA PLC                      ,GB,AIM,,GB00BBD7QB75,ORD GBP1                                ,DCD  ,6.22647655,"2,541,419.00",Consumer Services,Media,Media,Broadcasting & Entertainment,5553,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
27-Mar-47,DE LA RUE                          ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B3DGH821,ORD GBP0.4486857                        ,DLAR,604.8624085,"99,894,700.00",Industrials,Industrial Goods & Services,Support Services,Business Support Services,2791,SSMM,SSC5,GBX,,,,,,,,,,,,,,,,,,
9-May-06,DEBENHAMS PLC                      ,GB,UK Main Market,Premium Equity Commercial Companies,GB00B126KH97,ORD GBP0.0001                           ,DEB ,742.246081302,"1,224,828,517.00",Consumer Services,Retail,General Retailers,Broadline Retailers,5373,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
21-Sep-00,DECHRA PHARMACEUTICALS             ,GB,UK Main Market,Premium Equity Commercial Companies,GB0009633180,ORD GBP0.01                             ,DPH ,1186.148496,"91,242,192.00",Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,4577,STMM,25FS,GBX,,,,,,,,,,,,,,,,,,
16-Aug-02,DEE VALLEY GROUP                   ,GB,UK Main Market,Premium Equity Commercial Companies,GB0031798449,ORD GBP0.05                             ,DVW ,63.02384215,"4,133,333.00",Utilities,Utilities,"Gas, Water & Multiutilities",Water,7577,SSQ3,SQQ3,GBX,,,,,,,,,,,,,,,,,,
16-Aug-02,DEE VALLEY GROUP                   ,GB,UK Main Market,Standard Shares,GB0031801367,NON VTG ORD GBP0.05                     ,DVWA,63.02384215,"493,268.00",Utilities,Utilities,"Gas, Water & Multiutilities",Water,7577,SSX3,SQSL,GBX,,,,,,,,,,,,,,,,,,
3-Dec-15,DEFENX PLC                         ,GB,AIM,,GB00BYNF4J61,ORD GBP0.018                            ,DFX  ,7.32513354,"6,720,306.00",Technology,Technology,Software & Computer Services,Software,9537,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
18-Mar-13,DEKELOIL PUBLIC LTD                ,CY,AIM,,CY0106502111,ORD EUR0.0003367 (DI)                   ,DKL  ,26.6410843,"247,824,040.00",Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,3573,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
8-Nov-01,DELTEX MEDICAL GROUP               ,GB,AIM,,GB0059337583,ORD GBP0.01                             ,DEMG ,16.10119333125,"286,243,437.00",Health Care,Health Care,Health Care Equipment & Services,Medical Equipment,4535,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
23-Apr-08,DEPA LTD                           ,AE,International Main Market,Standard GDRs,US2495081026,GDR EACH REPR 10 SHS '144A'             ,71BT,21.8380490886335,0.00,Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings,3726,MISC,INTM,USD,,,,,,,,,,,,,,,,,,
23-Apr-08,DEPA LTD                           ,AE,International Main Market,Standard GDRs,US2495082016,GDR EACH REPR 10 SHS 'REGS'             ,DEPS,21.8380490886335,"10,538,834.00",Consumer Goods,Personal & Household Goods,Household Goods & Home Construction,Furnishings,3726,IOBU,LLLN,USD,,,,,,,,,,,,,,,,,,
13-Aug-84,DERWENT LONDON PLC                 ,GB,UK Main Market,Premium Equity Commercial Companies,GB0002652740,ORD GBP 0.05                            ,DLN ,2795.79689904,"102,335,172.00",Financials,Real Estate,Real Estate Investment Trusts,Industrial & Office REITs,8671,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
30-Jun-93,DEVRO                              ,GB,UK Main Market,Premium Equity Commercial Companies,GB0002670437,ORD GBP 0.10                            ,DVO ,393.95798232,"165,528,564.00",Consumer Goods,Food & Beverage,Food Producers,Food Products,3577,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
22-Feb-06,DEWHURST                           ,GB,AIM,,GB0002675261,'A'NON.V ORD GBP 0.1                    ,DWHA ,45.04638585,"5,202,198.00",Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2733,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
22-Feb-06,DEWHURST                           ,GB,AIM,,GB0002675048,ORD GBP 0.10                            ,DWHT ,45.04638585,"3,308,824.00",Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2733,AIMI,AIMT,GBX,,,,,,,,,,,,,,,,,,
11-Mar-15,DFS FURNITURE PLC                  ,GB,UK Main Market,Premium Equity Commercial Companies,GB00BTC0LB89,ORD GBP1.50                             ,DFS ,573.375023109,"211,655,601.00",Consumer Services,Retail,General Retailers,Home Improvement Retailers,5375,STMM,25FS,GBX,,,,,,,,,,,,,,,,,,
6-May-52,DIAGEO                             ,GB,UK Main Market,Premium Equity Commercial Companies,GB0002374006,ORD GBP0.28 101/108                     ,DGE ,52333.452741075,"2,482,022,895.00",Consumer Goods,Food & Beverage,Beverages,Distillers & Vintners,3535,SET0,FE00,GBX,,,,,,,,,,,,,,,,,,
9-Nov-93,DIALIGHT                           ,GB,UK Main Market,Premium Equity Commercial Companies,GB0033057794,ORD GBP0.0189                           ,DIA ,202.805924,"32,140,400.00",Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2733,SSMM,SSC6,GBX,,,,,,,,,,,,,,,,,,
11-Dec-07,DIAMOND BANK                       ,NG,PSM,Standard GDRs,US25256V1098,GDR EACH REPR 100 ORD SHS'(CCI)         ,DBPA,97.3754888191797,"37,593,985.00",Financials,Banks,Banks,Banks,8355,IOBU,IPLU,USD,,,,,,,,,,,,,,,,,,
11-Dec-07,DIAMOND BANK                       ,NG,PSM,Standard GDRs,US25256V2088,GDR EACH REPR 100 ORD SHS               ,DBP ,97.3754888191797,"37,593,985.00",Financials,Banks,Banks,Banks,8355,IOBU,IPLU,USD,,,,,,,,,,,,,,,,,,
1-Feb-07,DIAMONDCORP PLC                    ,GB,AIM,,GB00B183ZC46,ORD GBP0.001                            ,DCP  ,33.5117706,"478,739,580.00",Basic Materials,Basic Resources,Mining,Diamonds & Gemstones,1773,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
4-Mar-10,DIGITAL BARRIERS LTD               ,GB,AIM,,GB00B627R876,ORD GBP0.01                             ,DGB  ,73.022788375,"157,887,110.00",Industrials,Industrial Goods & Services,Support Services,Business Support Services,2791,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
14-Feb-13,DIGITAL GLOBE SERVICES LTD         ,BM,AIM,,BMG2870A1036,ORD USD0.001 (DI)                       ,DGS  ,14.2150742,"29,926,472.00",Consumer Services,Media,Media,Media Agencies,5555,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
8-Apr-04,DIGNITY PLC                        ,GB,UK Main Market,Premium Equity Commercial Companies,GB00BRB37M78,ORD GBP0.12335664335                    ,DTY ,1322.1861402,"49,170,180.00",Consumer Services,Retail,General Retailers,Specialized Consumer Services,5377,STMM,F25F,GBX,,,,,,,,,,,,,,,,,,
15-Jun-06,DILLISTONE GROUP                   ,GB,AIM,,GB00B13QQB40,ORD GBP0.05                             ,DSG  ,16.04203416,"19,327,752.00",Technology,Technology,Software & Computer Services,Software,9537,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
21-Nov-60,DIPLOMA                            ,GB,UK Main Market,Premium Equity Commercial Companies,GB0001826634,ORD GBP0.05                             ,DPLM,941.02070205,"113,239,555.00",Industrials,Industrial Goods & Services,Support Services,Industrial Suppliers,2797,STMM,25FS,GBX,,,,,,,,,,,,,,,,,,
16-Oct-12,DIRECT LINE INSURANCE GROUP PLC    ,GB,UK Main Market,Premium Equity Commercial Companies,GB00BY9D0Y18,ORD GBP0.109090909                      ,DLG ,5073.75,"1,375,000,000.00",Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance,8536,SET1,FS10,GBX,,,,,,,,,,,,,,,,,,
27-May-16,DIRECTA PLUS PLC                   ,GB,AIM,,GB00BSM98843,ORD GBP0.0025                           ,DCTA ,65.656048095,"44,212,827.00",Basic Materials,Chemicals,Chemicals,Specialty Chemicals,1357,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
20-Jan-04,DISTIL PLC                         ,GB,AIM,,GB0030164023,ORD GBP0.001                            ,DIS  ,6.32204402625,"561,959,469.00",Consumer Goods,Food & Beverage,Beverages,Distillers & Vintners,3535,AIM ,AIM ,GBX,,,,,,,,,,,,,,,,,,
24-Dec-15,DIURNAL GROUP PLC                  ,GB,AIM,,GB00BDB6Q760,ORD GBP0.05                             ,DNL  ,73.878223985,"52,210,759.00",Health Care,Health Care,Pharmaceuticals & Biotechnology,Biotechnology,4573,ASQ1,AMQ1,GBX,,,,,,,,,,,,,,,,,,
28-Apr-11,DIVERSE INCOME TRUST PLC(THE)      ,GB,UK Main Market,Premium Equity Closed Ended Investment Funds,GB00B65TLW28,ORD GBP0.001                            ,DIVI,855.06924765,"934,501,910.00",Financials,Equity Investment Instruments,Equity Investment Instruments,Equity Investment Instruments,8985,SSMM,SSC5,GBX,,,,,,,,,,,,,,,,,,
